id,Primary Text,Guidance,isHeading,parentBinding,module,Artifact Type
19806,Delete Empty Paragraphs,"",true,19803,19798,Überschrift
19807,"Lorem ipsum dolor sit amet consectetur adipiscing elit inceptos nulla suspendisse interdum magna, fusce id ac ad sodales augue class tincidunt sagittis nascetur curae.

Potenti augue consequat facilisi auctor mi habitant libero sociis tincidunt aenean dignissim cursus ante senectus, dui semper lacinia blandit non ligula cum vitae commodo nascetur vulputate malesuada. Neque nascetur lacus proin hac montes magnis condimentum mollis, ridiculus mus id class ut lobortis scelerisque vitae aptent, donec nostra pharetra morbi nunc conubia convallis.



Id nisl nascetur odio egestas, nulla mauris a cum, platea mi nullam. Donec nunc velit ad sociosqu lacinia senectus ullamcorper, vitae euismod curae urna tellus cras varius suscipit, justo eleifend condimentum dui auctor in. Gravida pretium suspendisse nullam aliquam taciti nec accumsan proin blandit, sagittis nascetur fringilla vivamus per nunc massa facilisi, himenaeos parturient nisi aliquet venenatis non placerat cras.","",false,19806,19798,Information
19808,Remove Color,"",true,19803,19798,Überschrift
19809,"Lorem ipsum dolor sit amet consectetur adipiscing elit inceptos nulla suspendisse interdum magna, fusce id ac ad sodales augue class tincidunt sagittis nascetur curae. Potenti augue consequat facilisi auctor mi habitant libero sociis tincidunt aenean dignissim cursus ante senectus, dui semper lacinia blandit non ligula cum vitaecommodo nascetur vulputate malesuada. Neque nascetur lacus proin hac montes magnis condimentum mollis,ridiculus mus id class ut lobortis scelerisque vitae aptent, donec nostra pharetra morbi nunc conubia convallis.
Id nisl nascetur odio egestas, nulla mauris a cum,platea mi nullam. Donec nunc velit ad sociosqu lacinia senectus ullamcorper, vitae euismod curae urna tellus cras varius suscipit, justo eleifend condimentum dui auctor in. Gravida pretium suspendisse nullam aliquam taciti nec accumsan proin blandit, sagittis nascetur fringilla vivamus per nunc massa facilisi, himenaeos parturient nisi aliquet venenatis non placerat cras.","",false,19808,19798,Information
19810,Remove Background Color,"",true,19803,19798,Überschrift
19811,"Lorem ipsum dolor sit amet consectetur adipiscing elit inceptos nulla suspendisse interdum magna, fusce id ac ad sodales augue class tincidunt sagittis nascetur curae.Potenti augue consequat facilisi auctor mi habitant libero sociis tincidunt aenean dignissim cursus ante senectus, dui semper lacinia blandit non ligula cum vitae commodo nascetur vulputate malesuada. Neque nascetur lacus proin hac montes magnis condimentum mollis, ridiculus mus id class ut lobortis scelerisque vitae aptent, donec nostra pharetra morbi nunc conubia convallis.
Id nisl nascetur odio egestas, nulla mauris a cum, platea mi nullam. Donec nunc velit ad sociosqu lacinia senectus ullamcorper, vitae euismod curae urna tellus cras varius suscipit, justo eleifend condimentum dui auctor in.Gravida pretium suspendisse nullam aliquam taciti nec accumsan proin blandit, sagittis nascetur fringilla vivamus per nunc massa facilisi, himenaeos parturient nisi aliquet venenatis non placerat cras.","",false,19810,19798,Information
19812,Set Default Font Size,"",true,19803,19798,Überschrift
19813,"Lorem ipsum dolor sit amet consectetur adipiscing elit inceptos nulla suspendisse interdum magna, fusce id ac ad sodales augue class tincidunt sagittis nascetur curae. Potenti augue consequat facilisi auctor mi habitant libero sociis tincidunt aenean dignissim cursus ante senectus, dui semper lacinia blandit non ligula cum vitae commodo nascetur vulputate malesuada. Neque nascetur lacus proin hac montes magnis condimentum mollis, ridiculus mus id class ut lobortis scelerisque vitae aptent, donec nostra pharetra morbi nunc conubia convallis.
Id nisl nascetur odio egestas, nulla mauris a cum, platea mi nullam. Donec nunc velit ad sociosqu lacinia senectus ullamcorper, vitae euismod curae urna tellus cras varius suscipit, justo eleifend condimentum dui auctor in. Gravida pretium suspendisse nullam aliquam taciti nec accumsan proin blandit, sagittis nascetur fringilla vivamus per nunc massa facilisi, himenaeos parturient nisi aliquet venenatis non placerat cras.","",false,19812,19798,Information
19814,Set Default Font Family,"",true,19803,19798,Überschrift
19861,"
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Column A                                                             | Column B                                                              | Column C                                                            |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Lorem ipsum dolor sit amet consectetur adipiscing elit integer       | Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula      | Felis curabitur arcu malesuada purus id tellus dignissim, vitae     |
|inceptos arcu lacus, purus a etiam quam elementum fringilla magna     |enim aenean, mauris venenatis per ut nisl tempor mattis iaculis        |tristique feugiat blandit lacus.                                     |
|imperdiet placerat ut.                                                |aliquam, morbi eu velit sem class sapien facilisi donec fringilla.     |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque  | Pretium mauris enim felis et sodales quis pulvinar integer euismod    | Lacinia cubilia fames luctus sapien cras dapibus interdum suscipit  |
|velit, eu placerat hac auctor justo rhoncus habitasse venenatis,      |velit, facilisi dui suspendisse vel litora mi condimentum vivamus      |penatibus elementum magna duis, nibh ultrices habitant convallis     |
|volutpat arcu netus aptent litora morbi torquent.                     |lectus, feugiat scelerisque blandit hac class dignissim metus viverra  |mollis integer per urna netus ligula.                                |
|                                                                      |praesent.                                                              |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|                                                                      |                                                                       |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------","",false,19860,19798,Information
19862,Set Bordersize to DNG Default,"",true,19848,19798,Überschrift
19863,"
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Column A                                                             | Column B                                                              | Column C                                                            |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Lorem ipsum dolor sit amet consectetur adipiscing elit integer       | Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula      | Felis curabitur arcu malesuada purus id tellus dignissim, vitae     |
|inceptos arcu lacus, purus a etiam quam elementum fringilla magna     |enim aenean, mauris venenatis per ut nisl tempor mattis iaculis        |tristique feugiat blandit lacus.                                     |
|imperdiet placerat ut.                                                |aliquam, morbi eu velit sem class sapien facilisi donec fringilla.     |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque  | Pretium mauris enim felis et sodales quis pulvinar integer euismod    | Lacinia cubilia fames luctus sapien cras dapibus interdum suscipit  |
|velit, eu placerat hac auctor justo rhoncus habitasse venenatis,      |velit, facilisi dui suspendisse vel litora mi condimentum vivamus      |penatibus elementum magna duis, nibh ultrices habitant convallis     |
|volutpat arcu netus aptent litora morbi torquent.                     |lectus, feugiat scelerisque blandit hac class dignissim metus viverra  |mollis integer per urna netus ligula.                                |
|                                                                      |praesent.                                                              |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|                                                                      |                                                                       |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------","",false,19862,19798,Information
19864,Set Text Alignment to Left,"",true,19848,19798,Überschrift
19865,"
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Column A                                                             | Column B                                                              | Column C                                                            |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Lorem ipsum dolor sit amet consectetur adipiscing elit integer       | Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula      | Felis curabitur arcu malesuada purus id tellus dignissim, vitae     |
|inceptos arcu lacus, purus a etiam quam elementum fringilla magna     |enim aenean, mauris venenatis per ut nisl tempor mattis iaculis        |tristique feugiat blandit lacus.                                     |
|imperdiet placerat ut.                                                |aliquam, morbi eu velit sem class sapien facilisi donec fringilla.     |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque  | Pretium mauris enim felis et sodales quis pulvinar integer euismod    | Lacinia cubilia fames luctus sapien cras dapibus interdum suscipit  |
|velit, eu placerat hac auctor justo rhoncus habitasse venenatis,      |velit, facilisi dui suspendisse vel litora mi condimentum vivamus      |penatibus elementum magna duis, nibh ultrices habitant convallis     |
|volutpat arcu netus aptent litora morbi torquent.                     |lectus, feugiat scelerisque blandit hac class dignissim metus viverra  |mollis integer per urna netus ligula.                                |
|                                                                      |praesent.                                                              |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|                                                                      |                                                                       |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------","",false,19864,19798,Information
19866,Referenced Documents,"",true,"",19798,Überschrift
19824,"
----------------------------------------------------------------------------------------------------------------------------------------------
| Column A                                                             | Column B                                                             |
----------------------------------------------------------------------------------------------------------------------------------------------
| Lorem ipsum dolor sit amet consectetur adipiscing elit inceptos      | Potenti augue consequat facilisi auctor mi habitant libero sociis    |
|nulla suspendisse interdum magna, fusce id ac ad sodales augue class  |tincidunt aenean dignissim cursus ante senectus, dui semper lacinia   |
|tincidunt sagittis nascetur curae.                                    |blandit non ligula cum vitae commodo nascetur vulputate malesuada.    |
----------------------------------------------------------------------------------------------------------------------------------------------
| Neque nascetur lacus proin hac montes magnis condimentum mollis,     | Id nisl nascetur odio egestas, nulla mauris a cum, platea mi nullam. |
|ridiculus mus id class ut lobortis scelerisque vitae aptent, donec    |                                                                      |
|nostra pharetra morbi nunc conubia convallis.                         |                                                                      |
----------------------------------------------------------------------------------------------------------------------------------------------
|                                                                      |                                                                      |
----------------------------------------------------------------------------------------------------------------------------------------------","",false,19823,19798,Information
19825,Remove Text Color,"",true,19818,19798,Überschrift
19826,"
----------------------------------------------------------------------------------------------------------------------------------------------
| Column A                                                             | Column B                                                             |
----------------------------------------------------------------------------------------------------------------------------------------------
| Lorem ipsum dolor sit amet consectetur adipiscing elit inceptos      | Potenti augue consequat facilisi auctor mi habitant libero sociis    |
|nulla suspendisse interdum magna, fusce id ac ad sodales augue class  |tincidunt aenean dignissim cursus ante senectus, dui semper lacinia   |
|tincidunt sagittis nascetur curae.                                    |blandit non ligula cum vitae commodo nascetur vulputate malesuada.    |
----------------------------------------------------------------------------------------------------------------------------------------------
| Neque nascetur lacus proin hac montes magnis condimentum mollis,     | Id nisl nascetur odio egestas, nulla mauris a cum, platea mi nullam. |
|ridiculus mus id class ut lobortis scelerisque vitae aptent, donec    |                                                                      |
|nostra pharetra morbi nunc conubia convallis.                         |                                                                      |
----------------------------------------------------------------------------------------------------------------------------------------------
|                                                                      |                                                                      |
----------------------------------------------------------------------------------------------------------------------------------------------","",false,19825,19798,Information
19827,Remove Text Background Color,"",true,19818,19798,Überschrift
19828,"
----------------------------------------------------------------------------------------------------------------------------------------------
| Column A                                                             | Column B                                                             |
----------------------------------------------------------------------------------------------------------------------------------------------
| Lorem ipsum dolor sit amet consectetur adipiscing elit inceptos      | Potenti augue consequat facilisi auctor mi habitant libero sociis    |
|nulla suspendisse interdum magna, fusce id ac ad sodales augue class  |tincidunt aenean dignissim cursus ante senectus, dui semper lacinia   |
|tincidunt sagittis nascetur curae.                                    |blandit non ligula cum vitae commodo nascetur vulputate malesuada.    |
----------------------------------------------------------------------------------------------------------------------------------------------
| Neque nascetur lacus proin hac montes magnis condimentum mollis,     | Id nisl nascetur odio egestas, nulla mauris a cum, platea mi nullam. |
|ridiculus mus id class ut lobortis scelerisque vitae aptent, donec    |                                                                      |
|nostra pharetra morbi nunc conubia convallis.                         |                                                                      |
----------------------------------------------------------------------------------------------------------------------------------------------
|                                                                      |                                                                      |
----------------------------------------------------------------------------------------------------------------------------------------------

 ","",false,19827,19798,Information
19829,Set Bordersize to DNG Default,"",true,19818,19798,Überschrift
19830,"
----------------------------------------------------------------------------------------------------------------------------------------------
| Column A                                                             | Column B                                                             |
----------------------------------------------------------------------------------------------------------------------------------------------
| Lorem ipsum dolor sit amet consectetur adipiscing elit inceptos      | Potenti augue consequat facilisi auctor mi habitant libero sociis    |
|nulla suspendisse interdum magna, fusce id ac ad sodales augue class  |tincidunt aenean dignissim cursus ante senectus, dui semper lacinia   |
|tincidunt sagittis nascetur curae.                                    |blandit non ligula cum vitae commodo nascetur vulputate malesuada.    |
----------------------------------------------------------------------------------------------------------------------------------------------
| Neque nascetur lacus proin hac montes magnis condimentum mollis,     | Id nisl nascetur odio egestas, nulla mauris a cum, platea mi nullam. |
|ridiculus mus id class ut lobortis scelerisque vitae aptent, donec    |                                                                      |
|nostra pharetra morbi nunc conubia convallis.                         |                                                                      |
----------------------------------------------------------------------------------------------------------------------------------------------
|                                                                      |                                                                      |
----------------------------------------------------------------------------------------------------------------------------------------------

 ","",false,19829,19798,Information
19831,Set Text Alignment to Left,"",true,19818,19798,Überschrift
19832,"
----------------------------------------------------------------------------------------------------------------------------------------------
| Column A                                                             | Column B                                                             |
----------------------------------------------------------------------------------------------------------------------------------------------
| Lorem ipsum dolor sit amet consectetur adipiscing elit inceptos      | Potenti augue consequat facilisi auctor mi habitant libero sociis    |
|nulla suspendisse interdum magna, fusce id ac ad sodales augue class  |tincidunt aenean dignissim cursus ante senectus, dui semper lacinia   |
|tincidunt sagittis nascetur curae.                                    |blandit non ligula cum vitae commodo nascetur vulputate malesuada.    |
----------------------------------------------------------------------------------------------------------------------------------------------
| Neque nascetur lacus proin hac montes magnis condimentum mollis,     | Id nisl nascetur odio egestas, nulla mauris a cum, platea mi nullam. |
|ridiculus mus id class ut lobortis scelerisque vitae aptent, donec    |                                                                      |
|nostra pharetra morbi nunc conubia convallis.                         |                                                                      |
----------------------------------------------------------------------------------------------------------------------------------------------
|                                                                      |                                                                      |
----------------------------------------------------------------------------------------------------------------------------------------------

 ","",false,19831,19798,Information
19833,Word Text Functions,"",true,19802,19798,Überschrift
19834,Correct Bullet List Levels,"",true,19833,19798,Überschrift
19835,"Lorem ipsum dolor sit amet consectetur adipiscing elit integer inceptos arcu lacus, purus a etiam quam elementum fringilla magna imperdiet placerat ut

    Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula enim aenean, mauris venenatis per ut nisl tempor mattis iaculis aliquam, morbi eu velit sem class sapien facilisi donec fringilla. 
        Felis curabitur arcu malesuada purus id tellus dignissim, vitae tristique feugiat blandit lacus.
            Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque velit, eu placerat hac auctor justo rhoncus habitasse venenatis, volutpat arcu netus aptent litora morbi torquent. 
                Pretium mauris enim felis et sodales quis pulvinar integer euismod velit, facilisi dui suspendisse vel litora mi condimentum vivamus lectus, feugiat scelerisque blandit hac class dignissim metus viverra praesent. 



    Lacinia cubilia fames luctus sapien cras dapibus interdum suscipit penatibus elementum magna duis, nibh ultrices habitant convallis mollis integer per urna netus ligula.","",false,19834,19798,Information
19836,Delete Empty Paragraphs,"",true,19833,19798,Überschrift
19837,"Lorem ipsum dolor sit amet consectetur adipiscing elit integer inceptos arcu lacus, purus a etiam quam elementum fringilla magna imperdiet placerat ut. 
 
 
Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula enim aenean, mauris venenatis per ut nisl tempor mattis iaculis aliquam, morbi eu velit sem class sapien facilisi donec fringilla. Felis curabitur arcu malesuada purus id tellus dignissim, vitae tristique feugiat blandit lacus.
 
 
 
 
 
Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque velit, eu placerat hac auctor justo rhoncus habitasse venenatis, volutpat arcu netus aptent litora morbi torquent. Pretium mauris enim felis et sodales quis pulvinar integer euismod velit, facilisi dui suspendisse vel litora mi condimentum vivamus lectus, feugiat scelerisque blandit hac class dignissim metus viverra praesent. 
 
 
 
Lacinia cubilia fames luctus sapien cras dapibus interdum suscipit penatibus elementum magna duis, nibh ultrices habitant convallis mollis integer per urna netus ligula.","",false,19836,19798,Information
19838,Remove Color,"",true,19833,19798,Überschrift
19839,"Lorem ipsum dolor sit amet consectetur adipiscing elit integer inceptos arcu lacus, purus a etiam quam elementum fringilla magna imperdiet placerat ut. Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula enim aenean, mauris venenatis per ut nisl tempor mattis iaculis aliquam, morbi eu velit sem class sapien facilisi donec fringilla. Felis curabitur arcu malesuada purus id tellus dignissim, vitae tristique feugiat blandit lacus.
Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque velit, eu placerat hac auctor justo rhoncus habitasse venenatis, volutpat arcu netus aptent litora morbi torquent. Pretium mauris enim felis et sodales quis pulvinar integer euismod velit, facilisi dui suspendisse vel litora mi condimentumvivamus lectus, feugiat scelerisque blandit hac class dignissim metus viverra praesent. Lacinia cubilia fames luctus sapien cras dapibus interdum suscipit penatibus elementum magna duis, nibh ultrices habitant convallis mollis integer per urna netus ligula.","",false,19838,19798,Information
19840,Remove Background Color,"",true,19833,19798,Überschrift
19841,"Loremipsum dolor sit amet consectetur adipiscing elit integer inceptos arcu lacus, purus a etiam quam elementum fringilla magna imperdiet placerat ut. Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula enim aenean,mauris venenatis per ut nisl tempor mattis iaculis aliquam, morbi eu velit sem class sapien facilisi donec fringilla. Felis curabitur arcu malesuada purus id tellus dignissim, vitae tristique feugiat blandit lacus.
Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque velit, eu placerat hac auctor justo rhoncus habitasse venenatis, volutpat arcu netus aptent litora morbi torquent. Pretium mauris enim felis etsodales quis pulvinar integer euismod velit, facilisi dui suspendisse vel litora mi condimentum vivamus lectus, feugiat scelerisque blandit hac class dignissim metus viverra praesent. Lacinia cubilia fames luctus sapien cras dapibus interdum suscipit penatibus elementum magna duis, nibh ultrices habitantconvallis mollis integer per urna netus ligula.","",false,19840,19798,Information
19842,Set Default Font Size,"",true,19833,19798,Überschrift
19843,"Lorem ipsum dolor sit amet consectetur adipiscing elit integer inceptos arcu lacus, purus a etiam quam elementum fringilla magna imperdiet placerat ut. Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula enim aenean, mauris venenatis per ut nisl tempor mattis iaculis aliquam, morbi eu velit sem class sapien facilisi donec fringilla. Felis curabitur arcu malesuada purus id tellus dignissim, vitae tristique feugiat blandit lacus.
Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque velit, eu placerat hac auctor justo rhoncushabitasse venenatis, volutpat arcu netus aptent litora morbi torquent. Pretium mauris enim felis etsodales quis pulvinar integer euismod velit, facilisi dui suspendisse vel litora mi condimentum vivamus lectus, feugiat scelerisque blandit hac class dignissim metus viverra praesent. Lacinia cubilia fames luctus sapien cras dapibus interdum suscipit penatibus elementum magna duis, nibh ultrices habitant convallis mollis integer per urna netusligula.","",false,19842,19798,Information
19844,Set Default Font Family,"",true,19833,19798,Überschrift
19845,"Lorem ipsum dolor sit amet consectetur adipiscing elit integer inceptos arcu lacus, purus a etiam quam elementum fringilla magna imperdiet placerat ut. Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula enim aenean, mauris venenatis per ut nisl tempor mattis iaculis aliquam, morbi eu velit sem class sapien facilisi donec fringilla. Felis curabitur arcu malesuada purus id tellus dignissim, vitae tristique feugiat blandit lacus.
Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque velit, eu placerat hac auctor justo rhoncus habitasse venenatis, volutpat arcu netus aptent litora morbi torquent. Pretium mauris enim felis et sodales quis pulvinar integer euismod velit, facilisi dui suspendisse vel litora mi condimentum vivamus lectus, feugiat scelerisque blandit hac class dignissim metus viverra praesent. Lacinia cubilia fames luctus sapien cras dapibusinterdum suscipit penatibus elementum magna duis, nibh ultrices habitant convallis mollis integer per urna netus ligula.","",false,19844,19798,Information
19846,Set Alignment to Justify,"",true,19833,19798,Überschrift
19847,"Lorem ipsum dolor sit amet consectetur adipiscing elit integer inceptos arcu lacus, purus a etiam quam elementum fringilla magna imperdiet placerat ut. 
 
Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula enim aenean, mauris venenatis per ut nisl tempor mattis iaculis aliquam, morbi eu velit sem class sapien facilisi donec fringilla. Felis curabitur arcu malesuada purus id tellus dignissim, vitae tristique feugiat blandit lacus.
 
Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque velit, eu placerat hac auctor justo rhoncus habitasse venenatis, volutpat arcu netus aptent litora morbi torquent. Pretium mauris enim felis et sodales quis pulvinar integer euismod velit, facilisi dui suspendisse vel litora mi condimentum vivamus lectus, feugiat scelerisque blandit hac class dignissim metus viverra praesent.
 
 Lacinia cubilia fames luctus sapien cras dapibus interdum suscipit penatibus elementum magna duis, nibh ultrices habitant convallis mollis integer per urna netus ligula.","",false,19846,19798,Information
19848,Word Table Functions,"",true,19802,19798,Überschrift
19849,Default Font Size,"",true,19848,19798,Überschrift
19850,"
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Column A                                                             | Column B                                                              | Column C                                                            |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Lorem ipsum dolor sit amet consectetur adipiscing elit integer       | Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula      | Felis curabitur arcu malesuada purus id tellus dignissim, vitae     |
|inceptos arcu lacus, purus a etiam quam elementum fringilla magna     |enim aenean, mauris venenatis per ut nisl tempor mattis iaculis        |tristique feugiat blandit lacus.                                     |
|imperdiet placerat ut.                                                |aliquam, morbi eu velit sem class sapien facilisi donec fringilla.     |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque  | Pretium mauris enim felis et sodales quis pulvinar integer euismod    | Lacinia cubilia fames luctus sapien cras dapibus interdum suscipit  |
|velit, eu placerat hac auctor justo rhoncus habitasse venenatis,      |velit, facilisi dui suspendisse vel litora mi condimentum vivamus      |penatibus elementum magna duis, nibh ultrices habitant convallis     |
|volutpat arcu netus aptent litora morbi torquent.                     |lectus, feugiat scelerisque blandit hac class dignissim metus viverra  |mollis integer per urna netus ligula.                                |
|                                                                      |praesent.                                                              |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|                                                                      |                                                                       |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------","",false,19849,19798,Information
19851,Remove Cell Background Color,"",true,19848,19798,Überschrift
19852,Classic Background Color,"",true,19851,19798,Überschrift
19854,Background Color with applied style in Word ,"",true,19851,19798,Überschrift
19853,"
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Column A                                                             | Column B                                                              | Column C                                                            |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Lorem ipsum dolor sit amet consectetur adipiscing elit integer       | Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula      | Felis curabitur arcu malesuada purus id tellus dignissim, vitae     |
|inceptos arcu lacus, purus a etiam quam elementum fringilla magna     |enim aenean, mauris venenatis per ut nisl tempor mattis iaculis        |tristique feugiat blandit lacus.                                     |
|imperdiet placerat ut.                                                |aliquam, morbi eu velit sem class sapien facilisi donec fringilla.     |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque  | Pretium mauris enim felis et sodales quis pulvinar integer euismod    | Lacinia cubilia fames luctus sapien cras dapibus interdum suscipit  |
|velit, eu placerat hac auctor justo rhoncus habitasse venenatis,      |velit, facilisi dui suspendisse vel litora mi condimentum vivamus      |penatibus elementum magna duis, nibh ultrices habitant convallis     |
|volutpat arcu netus aptent litora morbi torquent.                     |lectus, feugiat scelerisque blandit hac class dignissim metus viverra  |mollis integer per urna netus ligula.                                |
|                                                                      |praesent.                                                              |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|                                                                      |                                                                       |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------","",false,19852,19798,Information
19855,"
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Column A                                                             | Column B                                                              | Column C                                                            |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Lorem ipsum dolor sit amet consectetur adipiscing elit integer       | Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula      | Felis curabitur arcu malesuada purus id tellus dignissim, vitae     |
|inceptos arcu lacus, purus a etiam quam elementum fringilla magna     |enim aenean, mauris venenatis per ut nisl tempor mattis iaculis        |tristique feugiat blandit lacus.                                     |
|imperdiet placerat ut.                                                |aliquam, morbi eu velit sem class sapien facilisi donec fringilla.     |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque  | Pretium mauris enim felis et sodales quis pulvinar integer euismod    | Lacinia cubilia fames luctus sapien cras dapibus interdum suscipit  |
|velit, eu placerat hac auctor justo rhoncus habitasse venenatis,      |velit, facilisi dui suspendisse vel litora mi condimentum vivamus      |penatibus elementum magna duis, nibh ultrices habitant convallis     |
|volutpat arcu netus aptent litora morbi torquent.                     |lectus, feugiat scelerisque blandit hac class dignissim metus viverra  |mollis integer per urna netus ligula.                                |
|                                                                      |praesent.                                                              |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|                                                                      |                                                                       |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------","",false,19854,19798,Information
